Postagem,Funcionalidade,Tipo,Sentimento,Intenção,Facetas de Usabilidade,Facetas de UX
Adorei o app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Super prático e um grande aliado para quem quer se reeducar,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Estou amando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Eu gostei , dá pra ter uma noção",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente para acompanhar sua alimentação,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Tem informações completas sobre a composição dos alimentos e ainda permite adicionar facilmente os que não estão na lista,"Informações de alimentos, Adicionar alimentos",Elogio,Positiva,Reflexiva,"Utilidade, Aprendizado",
Com leitor de código de barras adiciona alimentos a sua dieta facilmente,Leitor de código de barras,Elogio,Positiva,Reflexiva,"Utilidade, Aprendizado",
Ótimo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo App,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ajuda muito na conscientização alimentar,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Amei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente app para controle de calorias com função de escanear códigos de barra e integração com dezenas de outros aplicativos de saúde e bemestar,"Leitor de código de barras, Integração com outros aplicativos",Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Bem completo mesmo na versão free,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Melhor aplicativo para se tornar um fitness,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Contém várias funcionalidades: busca de alimento, edição de refeições, acompanhamento de nutrientes, etc","busca de alimento, edição de refeições, acompanhamento de nutrientes",Elogio,Positiva,Reflexiva,Utilidade,
Muito bom mr ajuda muigo na dieta,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Dorei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom poderia dar pra mudar a quantidade de gramas direto né,Alterar quantidade de gramas,Sugestão,Neutra,Reflexiva,"Utilidade, Satisfação",Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
As receitas não são acessíveis mas pra contagem de macros é MT bom,"Receitas, Contagem de macros","Elogio, Crítica",Neutra,Reflexiva,"Eficácia, Utilidade",
Aplicativo fácil de usar e interativo,,Elogio,Positiva,Reflexiva,Aprendizado,
O mais completo da categoria,,Elogio,Positiva,Reflexiva,Utilidade,
Não tem melhor,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou muito satisfeito e perdendo peso de maneira saudável e sem sacrifícios ou loucuras,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Impacto"
Perfeito!!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo App,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Até o momento estou gostando muito do APP, ele me ajuda bastante a ter uma rotina e me policiar com os alimentos",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Estou criar minha conta mas quando ponho a data do meu niver da erro,Registro,Crítica,Negativa,Comportamental,Eficácia,
"Este app já foi bom, porém está travando constantemente",,Crítica,Negativa,Reflexiva,Eficácia,Engajamento
"Não indico mais ninguém a baixar este app, inclusive estou desabilitando do meu celular",,Crítica,Negativa,Visceral,,Frustração
Espetacular,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ótimo aplicativo pra medir calorias, carbo, gordura",Controle de calorias,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
gostei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom o app, ajuda com o psicólogo bastante",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Há meses que o aplicativo falha quando tento atualizar os dados ou usar o diário,Atualização de dados,Crítica,Negativa,Reflexiva,Eficácia,
Já tentei desinstalar e instalar por diversas vezes mas o problema persiste,,Crítica,Negativa,Comportamental,Eficácia,
Show,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Velho to 2 dias tentando fazer login ou cadastrar e nao vai da só erro,"Login, Registro",Crítica,Negativa,Reflexiva,Eficácia,
Muito bom estou adorando acompanhar o meu desempenho me cuido mais p comer,,Elogio,Positiva,Reflexiva,,"Afeto, Motivação"
Um alerta para beber água seria interessante,Alerta para beber água,Sugestão,Neutra,Reflexiva,Utilidade,
Mt bom e simples de usar,,Elogio,Positiva,Reflexiva,"Aprendizado, Satisfação",Satisfação
"Ótimo app pro monitoramento da dieta, só podia mostrar quantas calorias eu perco com meus exercícios","Monitoramento de dieta, Exibição de calorias gastas","Elogio, Sugestão",Neutra,Reflexiva,"Utilidade, Satisfação",Satisfação
"Estou adorando, esta me ajudando muito !!!",,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Exelente app, é funcional até mesmo em sua versão gratuita",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Esta me ajudando a atingir meus objetivos,,Elogio,Positiva,Visceral,"Motivação, Satisfação",Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Poderia ter mais receitas,Receitas,Sugestão,Neutra,Reflexiva,Utilidade,
É um bom app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
99% dos alimentos q eu pesquiso nesse App são encontrados com indignações nutricionais bem detalhadas,,Elogio,Positiva,Reflexiva,"Eficácia, Eficiência",
"Os exercícios que faço tb estão previstos no App com o gasto calórico, é bem rápido encontrálos e inserilos no meu diário",Registro de exercícios,Elogio,Positiva,Reflexiva,Eficiência,
"Ele fornece previsões de quanto vou emagrecer no mês quando concluo meu diário no fim do dia! Ainda fornece dicas sobre os alimentos que eu como, se tem nutrientes importantes, ou se ñ estão adequados a minha dieta! E se um alimento ñ for encontrado no aplicativo, ele tem um leitor de código de barras com o qual posso inserir rapidamente o alimento! Muito bom!!!!","Previsões de peso, Dicas sobre alimentos, Leitor de código de barras",Elogio,Positiva,Reflexiva,"Utilidade, Eficácia, Satisfação",Satisfação
"Muito bom! Até minha endócrina gostou e passou a indicar! Consegui excelentes resultados com a contagem de calorias! Simples e intuitivo, basta ter a disciplina de acessar a cada refeição",Contagem de calorias,Elogio,Positiva,Reflexiva,Aprendizado,"Afeto, Motivação, Impacto"
Tô adorando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente meio de acompanhamento de calorias!,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Pessimo!!!,,Crítica,Negativa,Visceral,,Frustração
"Gostei muito, perco peso sem passar fome e ainda fico incentivada a fazer exercícios pois fico com créditos nas calorias! !!",,Elogio,Positiva,Reflexiva,,"Motivação, Afeto"
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Tenho tido uma ótima evolução então recomendo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Não gostei, não achei fácil de inserir alimentos",,Crítica,Negativa,Reflexiva,Aprendizado,
Muito bom mesmo ajuda muito e um grande aliado na minha dieta,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Afeto"
Estou amando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
A possibilidade de auto conhecimento e dominio do que ingere associado as atividades fisicas são juntas ferramentas poderosas para o sucesso,,Elogio,Positiva,Reflexiva,Utilidade,"Afeto, Impacto"
"Podia ser free, né",,Sugestão,Neutra,Reflexiva,Utilidade,
Excelente para monitorar alimentos e sincronizar com apps de exercícios,,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade","Satisfação, Motivação"
"Ótimo, recomendo!!!!",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Não consigo usar mais o meu progresso trava o App toda vez q abro,Progresso,Crítica,Negativa,Comportamental,Eficácia,
"Legal, consigo controlar meus hábitos e monitorar os resultados com facilidade",Monitoramento de resultados,Elogio,Positiva,Visceral,Utilidade,
Muito bom o app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Infelizmente não funciona mais, trava desde algumas semanas para cá",,Crítica,Negativa,Reflexiva,Eficácia,Engajamento
"Quando funcionava, era muito bom",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Depois de uma atualização há alguns medes o progresso parou de funcionar,Progresso,Crítica,Negativa,Comportamental,Eficácia,
Estou gostando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Pra me é bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Até agora estou gostando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
o melhor,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
A opção progresso ainda não funciona!,Progresso,Crítica,Negativa,Reflexiva,Eficácia,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Aplicativo muito bom! E para essas pessoas que ficam falando que travam, é só trocar seus celulares da xuxa por um decente, pois o meu roda liso sem travas",,Elogio,Positiva,Reflexiva,Eficiência,Afeto
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
gostando demais,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Achei interessante, te auxilia a ter uma noção de como está sua ingestão de alimentos",,Elogio,Positiva,Reflexiva,Utilidade,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
App muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Me satisfaz em tudo que faço, não tenho do que reclamar, realmente é muito bom",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou amando o aplicativo! Muito útil ! Com muitas funções mesmo na versão gratuita,,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade",Satisfação
show!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"O melhor,completo",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Não sei o que é que se passa mas não consigo ligar a minha app de exercícios da Huawei a aplicação ,agradecia esclarecimento sobre este assunto",Conectar com aplicativo da Huawei,Dúvida,Neutra,Comportamental,Eficácia,
É bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gostei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ótimo App, bem completo, só peca por não contar as calorias perdidas na musculação",Contagem de calorias perdidas,"Elogio, Crítica",Neutra,Reflexiva,"Utilidade, Satisfação",Satisfação
"Tantos meses se passaram e a opçao progresso ainda não funciona, ou seja, paguei por esta função e nada",Progresso,Crítica,Negativa,Reflexiva,Eficácia,Frustração
"Facil de usar, muitas informações nutricionais ja disponíveis",,Elogio,Positiva,Reflexiva,Aprendizado,
"Facilidades como leitura de codigo de barras precisa, multi adição de itens e diaponibilizar os itens mais utilizados facilitam e muito o dia a dia","Leitura de código de barras, Adição de itens, Itens mais utilizados",Elogio,Positiva,Reflexiva,Aprendizado,
Muito bom msm,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou conseguindo perder e manter o peso com ele,,Elogio,Positiva,Reflexiva,,Motivação
O melhor app para contagem de macronutrientes,Contagem de macronutrientes,Elogio,Positiva,Reflexiva,Utilidade,
Muito top!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Uooooooow,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Super indico para todos meus amigos, me ajudou a chegar no meu peso ideal, e ainda me ajuda a manter",,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação","Satisfação, Engajamento, Impacto"
Muito bom pra controlar o peso e perder!! Simples de usar,Controle de peso,Elogio,Positiva,Reflexiva,"Utilidade, Aprendizado",
Excelente app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Não dá nem para fazer o cadastro! Não consegui usar,Registro,Crítica,Negativa,Visceral,Eficácia,Frustração
Está ajudando bastante no controle alimentar!!,Controle alimentar,Elogio,Positiva,Reflexiva,Utilidade,Motivação
"Era melhor se tivesse exercícios de fortalecimento, pois nesses não aparece as calorias",Exibir calorias de exercícios de fortalecimento,Sugestão,Neutra,Reflexiva,Utilidade,
Surper interessante,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gente não consigo acessar os meus passos antes estavam ligado agora não consigo pois desapareceu como reativar uso o s healthe da Samsung ele é ótimo mais não aparece mais no app mesmo conectado a ele,"Meus passos, Conexão com Healthe da Samsung",Ajuda,Neutra,Reflexiva,"Eficácia, Aprendizado",Suporte
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Adorei, uso sempre e acho que ajuda muito a manter a risca a dieta",,Elogio,Positiva,Reflexiva,,"Afeto, Motivação, Engajamento"
Gostei bastante deste aplicativo !!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom para controlar a alimentação!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Cumpre o que promete,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Legal,",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Poderia ser mais simples,,Crítica,Negativa,Reflexiva,Aprendizado,
"Trava ao tentar abrir o ""progresso""",Progresso,Crítica,Negativa,Reflexiva,Eficácia,
"1 estrela, pós só porque tenho 15 anos, vocês não aceitam",,Crítica,Negativa,Reflexiva,Utilidade,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, meus macros todos em dia",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom este APP!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Desde a semana passada, todas as vezes que eu abri a aba de progresso, o aplicativo travou",Progresso,Crítica,Negativa,Reflexiva,Eficácia,
Uma chatice! Desinstalei e vou esperar arrumarem!,,Crítica,Negativa,Visceral,,Frustração
O app tem mtas opcoes de comida pra mesma comida,,Crítica,Neutra,Reflexiva,Eficácia,
é legal,,Elogio,Positiva,Visceral,Satisfação,Satisfação
bastante informações,Informações,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
porem vc fica sem saber o que usar,,Crítica,Negativa,Visceral,Aprendizado,
fora isso eh bem bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, prático de usar e fica fácil controlar dieta e exercidos",,Elogio,Positiva,Reflexiva,"Satisfação, Aprendizado",Satisfação
Otimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Adorei, muito bom para dietas flexíveis",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Não estou conseguindo nem me cadastrar,Registro,Crítica,Negativa,Reflexiva,Eficácia,
Satisfatório,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O banco de dados gigante ajuda bastante na hora de informar seu consumo diário de comida,Banco de dados,Elogio,Positiva,Reflexiva,Utilidade,
"Excelente ferramenta, especialmente para quem está iniciando reeducação alimentar e quer conhecer melhor o que está comendo!",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Adoreiiii,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Estou utilizando a uma semana, até agora esta ótimo",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Engajamento"
"Amo demais, me serve em tudo",,Elogio,Positiva,Visceral,Utilidade,Afeto
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Melhorar mais,,Crítica,Negativa,Reflexiva,Utilidade,
"Se vc procura um app pra lhe ajudar em sua diera, esse é o app perfeito!",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
É bom e prático,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Mas não conseguimos alinhar com aplicativo de exercícios,Alinhar com aplicativo de exercícios,Crítica,Negativa,Reflexiva,Eficácia,
"Muito bom, ajuda bastante no controle da dieta",,Elogio,Positiva,Reflexiva,Utilidade,
"Porque o aplicativo não contabiliza gastos energéticos de fortalecimento, mas de cardiovascular contabiliza? Musculação não perde calorias?????",Gastos energéticos,Dúvida,Negativa,Reflexiva,Utilidade,
Não consigo me cadastrar pois o app fala q da erro,Registro,Crítica,Negativa,Comportamental,Eficácia,
Melhor do mundo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente aplicativo para controlar a dieta,,Elogio,Positiva,Reflexiva,Utilidade,
Nao gostei,,Crítica,Negativa,Visceral,,Frustração
"Muito bom o app, pra quem quer mudar e não tem condições de paga um profissional da área, super recomendo",,Elogio,Positiva,Reflexiva,Utilidade,
Ajuda muito na batalha contra a balança o mais completo e melhor da categoria,,Elogio,Positiva,Reflexiva,,"Afeto, Motivação"
Melhor App pra monitorar e garantir suas calorias diárias,Controle de calorias,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Maravilhoso, uma ótima opção para controlar a quantidade de calorias ingeridas",Controle de calorias,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Estou usando há poucos dias e tem atendido minhas necessidades na contagem de calorias, mas em relação aos tipos de exercícios é limitado, não aparece, por exemplo, musculação",Tipos de exercícios,"Elogio, Crítica",Neutra,Reflexiva,"Utilidade, Satisfação","Satisfação, Engajamento"
Como faço musculação todos os dias a contagem de calorias gastas não fica exata,,Crítica,Negativa,Reflexiva,Eficácia,
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
daora,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Uso e recomendo meu melhor amigo na batalha menos 22kg,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Afeto"
"O App é muito bom, se não mentir no que está fazendo, ele acompanha direitinho",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gostei muito!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Pft e muito fácil de usar :v,,Elogio,Positiva,Reflexiva,"Satisfação, Aprendizado",Satisfação
"Adorei o app , estou muito satisfeito e so manter a disciplina que o aplicativo e util",,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade",Satisfação
Excelente app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Tem uma variedade enorme de alimentos cadastrados e ainda reconhece os códigos de barras dos industrializados,"Banco de dados dos alimentos, Leitor de código de barras",Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
"Ainda viabiliza acompanhar a alimentação por nutrientes, grupos macros e calorias",,Elogio,Positiva,Reflexiva,Utilidade,
Perfeito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo para entender a composição de cada alimento e assim formar uma dieta balanceada em macronutrientes e calorias,,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade","Satisfação, Motivação"
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Sou adolescente e quero usar o aplicativo mas não consigo,,Crítica,Negativa,Reflexiva,Eficácia,
"Muito bom, facilita muito na dieta",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Ótimo aplicativo tem me ajudado muito na minha dieta Parabéns aos desenvolvedores,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou usando e estou gostando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Até agora está funcionando bem!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom e útil,,Elogio,Positiva,Visceral,"Satisfação, Utilidade",Satisfação
É um ótimo APP mas tá com bugs e não são corrigidos,,Crítica,Negativa,Visceral,Eficácia,
Não consigo acessar mais meu progresso,Progresso,Crítica,Negativa,Reflexiva,Eficácia,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo pra controlar sua dieta,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Extremamente eficiente!,,Elogio,Positiva,Visceral,"Satisfação, Eficiência",Satisfação
"Objetivo e ultilitario, top",,Elogio,Positiva,Visceral,"Satisfação, Utilidade",Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Tem ótimos recursos e TB dá pra acessar sua conta pelo pc caso esteja sem o celular,Multiplataforma,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Mas falta opção de alarmes pra te lembrar de tomar água,Lembrete para tomar água,Sugestão,Neutra,Reflexiva,Utilidade,
A função lembretes só tá disponível pra refeições!!,Lembretes,Crítica,Negativa,Reflexiva,Utilidade,
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Melhor que encontrei até agora,está me ajudando muito",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Obrigado desenvolvedor,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Faz quase 1 ano que travou a aba progresso e não resolvem,Progresso,Crítica,Negativa,Reflexiva,Eficácia,
Muito top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou adorando e está me auxiliando muito!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gostei muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
É bão,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Sensacional,,Elogio,Positiva,Visceral,Satisfação,Satisfação
App trava quando adiciona peso e não mostra mais o progresso dos últimos meses era um app tão bom,"Progresso, Adicionar peso",Crítica,Negativa,Reflexiva,Eficácia,
Muito bom!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Não está registando os alimentos, corrija isso por o App estava funcionando perfeitamente até hj",Registrar alimentos,Crítica,Negativa,Comportamental,Eficácia,
Deu super certo para mim! em 5 semanas de uso eu estava com a média de peso que o aplicativo calculou,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Engajamento, Impacto"
É um aplicativo muito bom!!! recomendo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ele é bom nas poderia ter mais certificados em produtos de marcas, e tambem buga as informações quando deita vira de lado o celular","Certificados em produtos de marca, Posição do celular","Elogio, Sugestão, Crítica",Neutra,Reflexiva,"Utilidade, Eficácia",
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Perfeito para atletas!,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
perfeito para manter o foco,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
Exelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Com o app se consegue controlar as calorias muito bem,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
Recomendoooooo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gostaria de ter certeza sobre as informações nutricionais,,Sugestão,Neutra,Reflexiva,Segurança,
No mais o app é ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Usabilidade ótima,,Elogio,Positiva,Visceral,"Satisfação, Usabilidade",Satisfação
Versão free atende expectativas e guarda seu histórico em longo prazo,Histórico,Elogio,Positiva,Reflexiva,Eficácia,
Muuuuuito prático!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Me ajuda muito! Meu companheiro,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Afeto"
Depois da ultima atualização está dando muito problema,Atualização,Crítica,Negativa,Reflexiva,Eficácia,
Top demais,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Esse aplicativo é maravilhoso,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, me ajudou muito",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Exatamente o que eu precisava!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"A proposta do aplicativo é muito boa,! Eu uso todos os dias",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Engajamento"
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Poderia ser melhor se não travasse,,Crítica,Negativa,Reflexiva,Eficácia,
"App ótimo, gostei muito! Dá para vc ter uma métrica calórica completa da sua alimentação diária!",Métrica calórica,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Não gostei,,Crítica,Negativa,Visceral,,Frustração
Cheio de problemas,,Crítica,Negativa,Visceral,,Frustração
Aplicativo esquecido pelos (criadores),,Crítica,Negativa,Visceral,,Frustração
"PÉSSIMO,ABANDONADO",,Crítica,Negativa,Visceral,,Frustração
Não recomendo que baixem,,Crítica,Negativa,Visceral,,Frustração
"Tem travado demais, em vários pontos",,Crítica,Negativa,Visceral,Eficácia,
me expliquem como um app pode piorar ao invés de melhorar??? Arrumem isso por favor!!!,,"Crítica, Dúvida",Negativa,Visceral,Utilidade,Frustração
Excelente app super recomendo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Amei o app, tem todos alimentos que pesquiso e várias coisas, só não gostei da mistura de português com inglês",,"Elogio, Crítica",Neutra,Reflexiva,,"Estética, Afeto"
"Muito bom aplicativo, tem um banco de dados gigantesco de alimentos registrados e nenhuma complicação",Banco de dados,Elogio,Positiva,Reflexiva,"Utilidade, Eficiência, Satisfação",Satisfação
Show!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Top em uma semana emagreci 2 kilos,melhor app da vida!!",,Elogio,Positiva,Visceral,,"Afeto, Impacto"
Faltam muitos exercício na versão free,Exercícios,Crítica,Negativa,Reflexiva,Utilidade,
Já foi melhor,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Agora trava,,Crítica,Negativa,Visceral,Eficácia,
"Adoro, é uma experiência e tanto",,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Tem me atendido, da pra fazer um controle bem legal de calorias, quanto aos nutrientes, acho um pouco fraco",,"Elogio, Crítica",Neutra,Reflexiva,Utilidade,Frustração
Achei um pouco mais prático do que uns outros apps,,Comparação,Positiva,Reflexiva,Aprendizado,
Ótimo app me ajuda muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Um dos melhores recomendo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Melhor de todos!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Não tem as calorias de todos os alimentos, tenho q ficar ""criando""",,Crítica,Neutra,Reflexiva,Eficácia,
Estava gostando porém de uns dias pra cá começou a dar erro ao adicionar alimentos,Adicionar alimentos,Crítica,Negativa,Reflexiva,Eficácia,
Muito bom app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Apoia na gestão dos nutrientes que vc precisa, ou seja, nas escolhas na hora do selfServiçe no almoço",Controle de nutrientes,Elogio,Positiva,Reflexiva,Utilidade,
Top! O aplicativo é muito top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O app está sendo muito útil para controlar mimha alimentação,Controle de alimentação,Elogio,Positiva,Reflexiva,Utilidade,Motivação
